subject,version,assignmentId,attribute,scale,min_diff,lb,ub,postfix,stamp,id
5e76c87c0fd39b22d52eba04,ma_choice_v4_rand_real1,5e76c87c0fd39b22d52eba04,Size of home,"",200,600,1800, square feet,2022-06-27 16:59:54,33266
5e76c87c0fd39b22d52eba04,ma_choice_v4_rand_real1,5e76c87c0fd39b22d52eba04,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 16:59:54,33267
5e76c87c0fd39b22d52eba04,ma_choice_v4_rand_real1,5e76c87c0fd39b22d52eba04,Size of yard,"",150,0,600, square feet,2022-06-27 16:59:54,33268
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Size of yard,"",150,0,600, square feet,2022-06-27 17:21:33,33323
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Size of home,"",200,600,1800, square feet,2022-06-27 17:21:33,33324
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:21:33,33325
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:21:33,33326
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:21:33,33327
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:21:33,33328
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:21:33,33329
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:21:33,33330
5f2150b3319efd2d619a356b,ma_choice_v4_rand_real1,5f2150b3319efd2d619a356b,Year building was built,"",20,1950,2020,"",2022-06-27 17:21:33,33331
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:30:35,33359
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Size of yard,"",150,0,600, square feet,2022-06-27 17:30:35,33360
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:30:35,33361
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Year building was built,"",20,1950,2020,"",2022-06-27 17:30:35,33362
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:30:35,33363
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:30:35,33364
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:30:35,33365
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:30:35,33366
5dd365bdaf16d337333e212e,ma_choice_v4_rand_real1,5dd365bdaf16d337333e212e,Size of home,"",200,600,1800, square feet,2022-06-27 17:30:35,33367
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:30:54,33368
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:30:54,33369
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Size of home,"",200,600,1800, square feet,2022-06-27 17:30:54,33370
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Size of yard,"",150,0,600, square feet,2022-06-27 17:30:54,33371
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:30:54,33372
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:30:54,33373
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Year building was built,"",20,1950,2020,"",2022-06-27 17:30:54,33374
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:30:54,33375
5c7010404a99c6000139851e,ma_choice_v4_rand_real1,5c7010404a99c6000139851e,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:30:54,33376
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:32:44,33377
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:32:44,33378
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:32:44,33379
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:32:44,33380
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Size of home,"",200,600,1800, square feet,2022-06-27 17:32:44,33381
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Year building was built,"",20,1950,2020,"",2022-06-27 17:32:44,33382
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:32:44,33383
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:32:44,33384
5c3164e528d82100018160c8,ma_choice_v4_rand_real1,5c3164e528d82100018160c8,Size of yard,"",150,0,600, square feet,2022-06-27 17:32:44,33385
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:38:06,33404
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:38:06,33405
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:06,33406
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Size of yard,"",150,0,600, square feet,2022-06-27 17:38:06,33407
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Year building was built,"",20,1950,2020,"",2022-06-27 17:38:06,33408
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:06,33409
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:06,33410
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:38:06,33411
5f42167916548e3e557a1e6a,ma_choice_v4_rand_real1,5f42167916548e3e557a1e6a,Size of home,"",200,600,1800, square feet,2022-06-27 17:38:06,33412
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:10,33413
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Size of yard,"",150,0,600, square feet,2022-06-27 17:38:10,33414
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:10,33415
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:38:10,33416
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:38:10,33417
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:10,33418
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Year building was built,"",20,1950,2020,"",2022-06-27 17:38:10,33419
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:38:10,33420
60fceb63bd7ca52152c7362c,ma_choice_v4_rand_real1,60fceb63bd7ca52152c7362c,Size of home,"",200,600,1800, square feet,2022-06-27 17:38:10,33421
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Size of yard,"",150,0,600, square feet,2022-06-27 17:38:57,33422
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:57,33423
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:38:57,33424
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:57,33425
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:38:57,33426
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Year building was built,"",20,1950,2020,"",2022-06-27 17:38:57,33427
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:38:57,33428
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Size of home,"",200,600,1800, square feet,2022-06-27 17:38:57,33429
5bca67940f10750001d75f9f,ma_choice_v4_rand_real1,5bca67940f10750001d75f9f,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:38:57,33430
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:39:42,33431
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:39:42,33432
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:39:42,33433
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:39:42,33434
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:39:42,33435
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Size of yard,"",150,0,600, square feet,2022-06-27 17:39:42,33436
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Year building was built,"",20,1950,2020,"",2022-06-27 17:39:42,33437
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Size of home,"",200,600,1800, square feet,2022-06-27 17:39:42,33438
61245769826057b69678987a,ma_choice_v4_rand_real1,61245769826057b69678987a,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:39:42,33439
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:43:23,33440
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:43:23,33441
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:43:23,33442
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:43:23,33443
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:43:23,33444
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:43:23,33445
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Year building was built,"",20,1950,2020,"",2022-06-27 17:43:23,33446
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Size of home,"",200,600,1800, square feet,2022-06-27 17:43:23,33447
60dcb78052cc0205e4b99989,ma_choice_v4_rand_real1,60dcb78052cc0205e4b99989,Size of yard,"",150,0,600, square feet,2022-06-27 17:43:23,33448
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Size of yard,"",150,0,600, square feet,2022-06-27 17:44:54,33458
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Reputation of closest school,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:44:54,33459
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Size of home,"",200,600,1800, square feet,2022-06-27 17:44:54,33460
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Quality of heat/AC system,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:44:54,33461
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Year building was built,"",20,1950,2020,"",2022-06-27 17:44:54,33462
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Amount of traffic,"Very Little,A Little,A Moderate Amount,A Lot",2,"","","",2022-06-27 17:44:54,33463
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:44:54,33464
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Quality of kitchen,"Very Bad,Bad,Moderate,Good,Very Good",2,"","","",2022-06-27 17:44:54,33465
5f07b62e0e3ac43ea9d490c6,ma_choice_v4_rand_real1,5f07b62e0e3ac43ea9d490c6,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:44:54,33466
6094c0e7af94737806eca8f2,ma_choice_v4_rand_real1,6094c0e7af94737806eca8f2,Closeness to parks,"10 min away,15 min away,20 min away,25 min away,30 min away",2,"","","",2022-06-27 17:45:06,33467
6094c0e7af94737806eca8f2,ma_choice_v4_rand_real1,6094c0e7af94737806eca8f2,Noise pollution,"Very Low,Low,Moderate,High,Very High",2,"","","",2022-06-27 17:45:06,33468
